"","X","dataset","row_index","model","param_index","time","acc","auc"
"1",1,1485,1,"glmnet",1001,56667960,0.459615384615385,0.5
"2",2,1485,2,"glmnet",1001,55324446,0.492307692307692,0.5
"3",3,1485,3,"glmnet",1001,50819212,0.498076923076923,0.5
"4",4,1485,4,"glmnet",1001,50092813,0.494230769230769,0.5
"5",5,1485,5,"glmnet",1001,44004031,0.486538461538462,0.5
"6",6,1485,6,"glmnet",1001,56346802,0.482692307692308,0.5
"7",7,1485,7,"glmnet",1001,55670225,0.463461538461538,0.5
"8",8,1485,8,"glmnet",1001,56818658,0.494230769230769,0.5
"9",9,1485,9,"glmnet",1001,53735747,0.494230769230769,0.5
"10",10,1485,10,"glmnet",1001,48122019,0.461538461538462,0.5
"11",11,1485,11,"glmnet",1001,47746173,0.486538461538462,0.5
"12",12,1485,12,"glmnet",1001,49720786,0.490384615384615,0.5
"13",13,1485,13,"glmnet",1001,49007675,0.482692307692308,0.5
"14",14,1485,14,"glmnet",1001,53892242,0.476923076923077,0.5
"15",15,1485,15,"glmnet",1001,48632713,0.486538461538462,0.5
"16",16,1485,16,"glmnet",1001,55871141,0.496153846153846,0.5
"17",17,1485,17,"glmnet",1001,55099672,0.492307692307692,0.5
"18",18,1485,18,"glmnet",1001,80008928,0.486538461538462,0.5
"19",19,1485,19,"glmnet",1001,59994374,0.476923076923077,0.5
"20",20,1485,20,"glmnet",1001,51499508,0.478846153846154,0.5
"21",21,1485,1,"glmnet",1002,715755310,0.567307692307692,0.579341562560491
"22",22,1485,2,"glmnet",1002,721919547,0.565384615384615,0.591323390151515
"23",23,1485,3,"glmnet",1002,738236747,0.559615384615385,0.598026598026598
"24",24,1485,4,"glmnet",1002,829114507,0.586538461538462,0.608853249693006
"25",25,1485,5,"glmnet",1002,925165831,0.528846153846154,0.551746088140812
"26",26,1485,6,"glmnet",1002,513244017,0.567307692307692,0.588219612257291
"27",27,1485,7,"glmnet",1002,925012283,0.523076923076923,0.55458885468255
"28",28,1485,8,"glmnet",1002,570348090,0.563461538461538,0.587962894468198
"29",29,1485,9,"glmnet",1002,727996497,0.55,0.56804900060659
"30",30,1485,10,"glmnet",1002,863546806,0.532692307692308,0.545208333333333
"31",31,1485,11,"glmnet",1002,552989440,0.55,0.577726458527631
"32",32,1485,12,"glmnet",1002,315201825,0.580769230769231,0.576722160562338
"33",33,1485,13,"glmnet",1002,373454492,0.553846153846154,0.570491269124247
"34",34,1485,14,"glmnet",1002,277804778,0.6,0.609449122390892
"35",35,1485,15,"glmnet",1002,928848642,0.578846153846154,0.603011058311498
"36",36,1485,16,"glmnet",1002,629578870,0.559615384615385,0.586173738091011
"37",37,1485,17,"glmnet",1002,831595589,0.576923076923077,0.574159564393939
"38",38,1485,18,"glmnet",1002,717473013,0.55,0.591182958061317
"39",39,1485,19,"glmnet",1002,646892942,0.555769230769231,0.563181925996205
"40",40,1485,20,"glmnet",1002,310990049,0.573076923076923,0.61472458098075
"41",41,1485,1,"glmnet",1003,53628665,0.459615384615385,0.5
"42",42,1485,2,"glmnet",1003,50061962,0.492307692307692,0.5
"43",43,1485,3,"glmnet",1003,48563069,0.498076923076923,0.5
"44",44,1485,4,"glmnet",1003,54828919,0.494230769230769,0.5
"45",45,1485,5,"glmnet",1003,54378461,0.486538461538462,0.5
"46",46,1485,6,"glmnet",1003,52570536,0.482692307692308,0.5
"47",47,1485,7,"glmnet",1003,55207736,0.463461538461538,0.5
"48",48,1485,8,"glmnet",1003,58155840,0.494230769230769,0.5
"49",49,1485,9,"glmnet",1003,55905941,0.494230769230769,0.5
"50",50,1485,10,"glmnet",1003,49357080,0.461538461538462,0.5
"51",51,1485,11,"glmnet",1003,48746865,0.486538461538462,0.5
"52",52,1485,12,"glmnet",1003,59531669,0.490384615384615,0.5
"53",53,1485,13,"glmnet",1003,52626808,0.482692307692308,0.5
"54",54,1485,14,"glmnet",1003,55933290,0.476923076923077,0.5
"55",55,1485,15,"glmnet",1003,53482870,0.486538461538462,0.5
