"","X","dataset","row_index","model","param_index","time","acc","auc"
"1",1,1489,1,"glmnet",1001,12094021,0.705555555555556,0.5
"2",2,1489,2,"glmnet",1001,11899023,0.703703703703704,0.5
"3",3,1489,3,"glmnet",1001,19549224,0.740740740740741,0.5
"4",4,1489,4,"glmnet",1001,11736763,0.728703703703704,0.5
"5",5,1489,5,"glmnet",1001,14069260,0.699074074074074,0.5
"6",6,1489,6,"glmnet",1001,11259416,0.710185185185185,0.5
"7",7,1489,7,"glmnet",1001,10455167,0.710185185185185,0.5
"8",8,1489,8,"glmnet",1001,11821452,0.666666666666667,0.5
"9",9,1489,9,"glmnet",1001,14200113,0.707407407407407,0.5
"10",10,1489,10,"glmnet",1001,14787891,0.703703703703704,0.5
"11",11,1489,11,"glmnet",1001,14467615,0.710185185185185,0.5
"12",12,1489,12,"glmnet",1001,17014517,0.687962962962963,0.5
"13",13,1489,13,"glmnet",1001,16090633,0.691666666666667,0.5
"14",14,1489,14,"glmnet",1001,11440188,0.70462962962963,0.5
"15",15,1489,15,"glmnet",1001,13137930,0.716666666666667,0.5
"16",16,1489,16,"glmnet",1001,11865525,0.702777777777778,0.5
"17",17,1489,17,"glmnet",1001,12007655,0.703703703703704,0.5
"18",18,1489,18,"glmnet",1001,13007018,0.711111111111111,0.5
"19",19,1489,19,"glmnet",1001,12543432,0.712962962962963,0.5
"20",20,1489,20,"glmnet",1001,16530901,0.701851851851852,0.5
"21",21,1489,1,"glmnet",1002,17898087,0.737037037037037,0.789423727694416
"22",22,1489,2,"glmnet",1002,15452452,0.743518518518518,0.813474506578947
"23",23,1489,3,"glmnet",1002,19756753,0.763888888888889,0.817714285714286
"24",24,1489,4,"glmnet",1002,17266851,0.756481481481482,0.813249432978737
"25",25,1489,5,"glmnet",1002,14990527,0.747222222222222,0.817157412124299
"26",26,1489,6,"glmnet",1002,15701321,0.735185185185185,0.803928837718841
"27",27,1489,7,"glmnet",1002,15512927,0.756481481481482,0.821686084533326
"28",28,1489,8,"glmnet",1002,13619004,0.730555555555556,0.828842592592593
"29",29,1489,9,"glmnet",1002,23672255,0.752777777777778,0.828285505997747
"30",30,1489,10,"glmnet",1002,21373171,0.737037037037037,0.793778782894737
"31",31,1489,11,"glmnet",1002,19634300,0.750925925925926,0.818711964377205
"32",32,1489,12,"glmnet",1002,18571269,0.744444444444444,0.813847143068241
"33",33,1489,13,"glmnet",1002,18156131,0.738888888888889,0.799446032377759
"34",34,1489,14,"glmnet",1002,17949897,0.762962962962963,0.833130800505852
"35",35,1489,15,"glmnet",1002,18010573,0.747222222222222,0.80045515191434
"36",36,1489,16,"glmnet",1002,17756283,0.725925925925926,0.798332779234852
"37",37,1489,17,"glmnet",1002,17369052,0.737962962962963,0.794387335526316
"38",38,1489,18,"glmnet",1002,17138141,0.756481481481482,0.816573183760684
"39",39,1489,19,"glmnet",1002,17349204,0.757407407407407,0.818236279849183
"40",40,1489,20,"glmnet",1002,17632279,0.761111111111111,0.829979186810666
"41",41,1489,1,"glmnet",1003,13495618,0.705555555555556,0.5
"42",42,1489,2,"glmnet",1003,12841717,0.703703703703704,0.5
"43",43,1489,3,"glmnet",1003,12785378,0.740740740740741,0.5
"44",44,1489,4,"glmnet",1003,10897558,0.728703703703704,0.5
"45",45,1489,5,"glmnet",1003,11017899,0.699074074074074,0.5
"46",46,1489,6,"glmnet",1003,11131371,0.710185185185185,0.5
"47",47,1489,7,"glmnet",1003,12660490,0.710185185185185,0.5
"48",48,1489,8,"glmnet",1003,13232218,0.666666666666667,0.5
"49",49,1489,9,"glmnet",1003,13088058,0.707407407407407,0.5
"50",50,1489,10,"glmnet",1003,13709267,0.703703703703704,0.5
"51",51,1489,11,"glmnet",1003,13508847,0.710185185185185,0.5
