"","X","dataset","row_index","model","param_index","time","acc","auc"
"1",1,1461,1,"glmnet",1001,462892883,0.884870603848706,0.5
"2",2,1461,2,"glmnet",1001,158108453,0.881110373811104,0.5
"3",3,1461,3,"glmnet",1001,164314863,0.882105728821057,0.5
"4",4,1461,4,"glmnet",1001,155849127,0.884538818845388,0.5
"5",5,1461,5,"glmnet",1001,135794714,0.87956204379562,0.5
"6",6,1461,6,"glmnet",1001,203821246,0.886087148860871,0.5
"7",7,1461,7,"glmnet",1001,132550551,0.884096438840964,0.5
"8",8,1461,8,"glmnet",1001,148520392,0.879230258792303,0.5
"9",9,1461,9,"glmnet",1001,150720875,0.881110373811104,0.5
"10",10,1461,10,"glmnet",1001,138070737,0.883101083831011,0.5
"11",11,1461,11,"glmnet",1001,138111061,0.887414288874143,0.5
"12",12,1461,12,"glmnet",1001,137062244,0.883875248838752,0.5
"13",13,1461,13,"glmnet",1001,149475754,0.885976553859766,0.5
"14",14,1461,14,"glmnet",1001,138358198,0.883875248838752,0.5
"15",15,1461,15,"glmnet",1001,156513786,0.886308338863083,0.5
"16",16,1461,16,"glmnet",1001,131523810,0.88011501880115,0.5
"17",17,1461,17,"glmnet",1001,152233046,0.881773943817739,0.5
"18",18,1461,18,"glmnet",1001,144359876,0.881331563813316,0.5
"19",19,1461,19,"glmnet",1001,136776123,0.882326918823269,0.5
"20",20,1461,20,"glmnet",1001,175540578,0.880446803804468,0.5
"21",21,1461,1,"glmnet",1002,997628260,0.901017474010175,0.900794701334763
"22",22,1461,2,"glmnet",1002,999419333,0.898252598982526,0.90368374194716
"23",23,1461,3,"glmnet",1002,867338853,0.899690333996903,0.918627834723683
"24",24,1461,4,"glmnet",1002,740883420,0.902676399026764,0.905022831378343
"25",25,1461,5,"glmnet",1002,983652441,0.89758902897589,0.91122373328059
"26",26,1461,6,"glmnet",1002,868321188,0.90798495907985,0.909764721849265
"27",27,1461,7,"glmnet",1002,916013363,0.899579738995797,0.910518766937799
"28",28,1461,8,"glmnet",1002,802476872,0.89758902897589,0.904704540742277
"29",29,1461,9,"glmnet",1002,978262696,0.894713558947136,0.899463426167826
"30",30,1461,10,"glmnet",1002,854096787,0.898916168989162,0.904910045976698
"31",31,1461,11,"glmnet",1002,888594344,0.903561159035612,0.913074504384685
"32",32,1461,12,"glmnet",1002,877380057,0.90278699402787,0.911755326755327
"33",33,1461,13,"glmnet",1002,865428517,0.905441274054413,0.911802527586644
"34",34,1461,14,"glmnet",1002,1025580770,0.902676399026764,0.909632251298918
"35",35,1461,15,"glmnet",1002,816227434,0.905551869055519,0.914186409192474
"36",36,1461,16,"glmnet",1002,818651875,0.900464499004645,0.910537934859117
"37",37,1461,17,"glmnet",1002,952945967,0.897699623976996,0.901739347848099
"38",38,1461,18,"glmnet",1002,773384254,0.900132714001327,0.908629396506991
"39",39,1461,19,"glmnet",1002,776714326,0.900243309002433,0.905054454260495
"40",40,1461,20,"glmnet",1002,997815150,0.903892944038929,0.915050952022005
"41",41,1461,1,"glmnet",1003,132531662,0.884870603848706,0.5
"42",42,1461,2,"glmnet",1003,144520113,0.881110373811104,0.5
"43",43,1461,3,"glmnet",1003,147185835,0.882105728821057,0.5
"44",44,1461,4,"glmnet",1003,162496097,0.884538818845388,0.5
"45",45,1461,5,"glmnet",1003,170692695,0.87956204379562,0.5
"46",46,1461,6,"glmnet",1003,136323784,0.886087148860871,0.5
"47",47,1461,7,"glmnet",1003,153411793,0.884096438840964,0.5
"48",48,1461,8,"glmnet",1003,195255578,0.879230258792303,0.5
"49",49,1461,9,"glmnet",1003,148493578,0.881110373811104,0.5
"50",50,1461,10,"glmnet",1003,135864257,0.883101083831011,0.5
"51",51,1461,11,"glmnet",1003,152557284,0.887414288874143,0.5
"52",52,1461,12,"glmnet",1003,140082233,0.883875248838752,0.5
"53",53,1461,13,"glmnet",1003,129317278,0.885976553859766,0.5
"54",54,1461,14,"glmnet",1003,133655263,0.883875248838752,0.5
