"","X","dataset","row_index","model","param_index","time","acc","auc"
"1",1,1049,1,"glmnet",1001,23544473,0.903780068728522,0.5
"2",2,1049,2,"glmnet",1001,14203359,0.831615120274914,0.5
"3",3,1049,3,"glmnet",1001,16852445,0.855670103092783,0.5
"4",4,1049,4,"glmnet",1001,9331714,0.845360824742268,0.5
"5",5,1049,5,"glmnet",1001,10266225,0.903780068728522,0.5
"6",6,1049,6,"glmnet",1001,9876264,0.890034364261168,0.5
"7",7,1049,7,"glmnet",1001,11195866,0.876288659793814,0.5
"8",8,1049,8,"glmnet",1001,9485414,0.859106529209622,0.5
"9",9,1049,9,"glmnet",1001,10021431,0.879725085910653,0.5
"10",10,1049,10,"glmnet",1001,9428347,0.896907216494845,0.5
"11",11,1049,11,"glmnet",1001,15898352,0.883161512027491,0.5
"12",12,1049,12,"glmnet",1001,9284942,0.865979381443299,0.5
"13",13,1049,13,"glmnet",1001,11107910,0.865979381443299,0.5
"14",14,1049,14,"glmnet",1001,11112872,0.872852233676976,0.5
"15",15,1049,15,"glmnet",1001,9023127,0.869415807560137,0.5
"16",16,1049,16,"glmnet",1001,9341176,0.869415807560137,0.5
"17",17,1049,17,"glmnet",1001,10598640,0.872852233676976,0.5
"18",18,1049,18,"glmnet",1001,10137537,0.862542955326461,0.5
"19",19,1049,19,"glmnet",1001,18192269,0.879725085910653,0.5
"20",20,1049,20,"glmnet",1001,10538547,0.893470790378007,0.5
"21",21,1049,1,"glmnet",1002,78641015,0.910652920962199,0.925448126018468
"22",22,1049,2,"glmnet",1002,105142817,0.890034364261168,0.939871816495193
"23",23,1049,3,"glmnet",1002,71664972,0.890034364261168,0.918722509083955
"24",24,1049,4,"glmnet",1002,100420181,0.890034364261168,0.911382113821138
"25",25,1049,5,"glmnet",1002,73252475,0.927835051546392,0.921374253123303
"26",26,1049,6,"glmnet",1002,93651989,0.920962199312715,0.936896718146718
"27",27,1049,7,"glmnet",1002,94763692,0.914089347079038,0.915141612200436
"28",28,1049,8,"glmnet",1002,60919924,0.876288659793814,0.892878048780488
"29",29,1049,9,"glmnet",1002,102579228,0.890034364261168,0.905803571428571
"30",30,1049,10,"glmnet",1002,113077651,0.914089347079038,0.890676883780332
"31",31,1049,11,"glmnet",1002,61980610,0.914089347079038,0.94346532387274
"32",32,1049,12,"glmnet",1002,100857698,0.914089347079038,0.898656898656899
"33",33,1049,13,"glmnet",1002,70078572,0.893470790378007,0.913614163614164
"34",34,1049,14,"glmnet",1002,101330998,0.917525773195876,0.94328580549053
"35",35,1049,15,"glmnet",1002,99618971,0.910652920962199,0.905138339920949
"36",36,1049,16,"glmnet",1002,100307730,0.914089347079038,0.932702309132515
"37",37,1049,17,"glmnet",1002,91544739,0.900343642611684,0.930091508831666
"38",38,1049,18,"glmnet",1002,86783942,0.903780068728522,0.922111553784861
"39",39,1049,19,"glmnet",1002,104983039,0.910652920962199,0.912946428571429
"40",40,1049,20,"glmnet",1002,67781491,0.910652920962199,0.930769230769231
"41",41,1049,1,"glmnet",1003,9215310,0.903780068728522,0.5
"42",42,1049,2,"glmnet",1003,15218275,0.831615120274914,0.5
"43",43,1049,3,"glmnet",1003,8836733,0.855670103092783,0.5
"44",44,1049,4,"glmnet",1003,8731381,0.845360824742268,0.5
"45",45,1049,5,"glmnet",1003,8740948,0.903780068728522,0.5
"46",46,1049,6,"glmnet",1003,9039171,0.890034364261168,0.5
"47",47,1049,7,"glmnet",1003,9246887,0.876288659793814,0.5
"48",48,1049,8,"glmnet",1003,9617302,0.859106529209622,0.5
"49",49,1049,9,"glmnet",1003,8691989,0.879725085910653,0.5
"50",50,1049,10,"glmnet",1003,11645886,0.896907216494845,0.5
"51",51,1049,11,"glmnet",1003,10562014,0.883161512027491,0.5
"52",52,1049,12,"glmnet",1003,10492068,0.865979381443299,0.5
"53",53,1049,13,"glmnet",1003,10238066,0.865979381443299,0.5
"54",54,1049,14,"glmnet",1003,8856943,0.872852233676976,0.5
