"","X","dataset","row_index","model","param_index","time","acc","auc"
"1",1,151,1,"glmnet",1001,84217857,0.571065989847716,0.5
"2",2,151,2,"glmnet",1001,85634457,0.574928271904657,0.5
"3",3,151,3,"glmnet",1001,94080076,0.579121606709336,0.5
"4",4,151,4,"glmnet",1001,80189683,0.56786581328625,0.5
"5",5,151,5,"glmnet",1001,82120904,0.572831604502317,0.5
"6",6,151,6,"glmnet",1001,64899534,0.57801809755021,0.5
"7",7,151,7,"glmnet",1001,66992447,0.568527918781726,0.5
"8",8,151,8,"glmnet",1001,66667579,0.580445817700287,0.5
"9",9,151,9,"glmnet",1001,80433370,0.573052306334143,0.5
"10",10,151,10,"glmnet",1001,70223276,0.578790553961598,0.5
"11",11,151,11,"glmnet",1001,81542544,0.57250055175458,0.5
"12",12,151,12,"glmnet",1001,83984373,0.579452659457073,0.5
"13",13,151,13,"glmnet",1001,68344158,0.571397042595454,0.5
"14",14,151,14,"glmnet",1001,96678916,0.571948797175017,0.5
"15",15,151,15,"glmnet",1001,63858594,0.571507393511366,0.5
"16",16,151,16,"glmnet",1001,86143746,0.573493709997793,0.5
"17",17,151,17,"glmnet",1001,71591728,0.575590377400132,0.5
"18",18,151,18,"glmnet",1001,96693726,0.570845288015891,0.5
"19",19,151,19,"glmnet",1001,85988380,0.577907746634297,0.5
"20",20,151,20,"glmnet",1001,69478132,0.57548002648422,0.5
"21",21,151,1,"glmnet",1002,192761683,0.761200617965129,0.826252900477126
"22",22,151,2,"glmnet",1002,228257264,0.757338335908188,0.824027551059051
"23",23,151,3,"glmnet",1002,396375564,0.758552195983227,0.821961891043268
"24",24,151,4,"glmnet",1002,213819680,0.755683072169499,0.826222763140605
"25",25,151,5,"glmnet",1002,226961617,0.758662546899139,0.823746074831641
"26",26,151,6,"glmnet",1002,251238332,0.763959390862944,0.828821226760989
"27",27,151,7,"glmnet",1002,253447847,0.755020966674023,0.825679099617163
"28",28,151,8,"glmnet",1002,209152754,0.764290443610682,0.828712224704628
"29",29,151,9,"glmnet",1002,272690983,0.754579563010373,0.823972983493646
"30",30,151,10,"glmnet",1002,239781990,0.759766056058265,0.827263261816274
"31",31,151,11,"glmnet",1002,206052941,0.757227984992275,0.824610444897064
"32",32,151,12,"glmnet",1002,215312150,0.761752372544692,0.832187154215506
"33",33,151,13,"glmnet",1002,235144907,0.758552195983227,0.827447503280734
"34",34,151,14,"glmnet",1002,211908413,0.748399911719267,0.817404023316356
"35",35,151,15,"glmnet",1002,236098319,0.763628338115206,0.826635101034274
"36",36,151,16,"glmnet",1002,243034993,0.75358640476716,0.822181271362397
"37",37,151,17,"glmnet",1002,184354291,0.759655705142353,0.823390826737364
"38",38,151,18,"glmnet",1002,259491324,0.760538512469654,0.830409413118146
"39",39,151,19,"glmnet",1002,199465794,0.765945707349371,0.831947043472726
"40",40,151,20,"glmnet",1002,386301603,0.754910615758111,0.823125938180465
"41",41,151,1,"glmnet",1003,111549954,0.571065989847716,0.5
"42",42,151,2,"glmnet",1003,85831032,0.574928271904657,0.5
"43",43,151,3,"glmnet",1003,75828634,0.579121606709336,0.5
"44",44,151,4,"glmnet",1003,98093475,0.56786581328625,0.5
"45",45,151,5,"glmnet",1003,64278788,0.572831604502317,0.5
"46",46,151,6,"glmnet",1003,83570062,0.57801809755021,0.5
"47",47,151,7,"glmnet",1003,68713440,0.568527918781726,0.5
"48",48,151,8,"glmnet",1003,72034477,0.580445817700287,0.5
"49",49,151,9,"glmnet",1003,95515363,0.573052306334143,0.5
"50",50,151,10,"glmnet",1003,74160144,0.578790553961598,0.5
"51",51,151,11,"glmnet",1003,66823564,0.57250055175458,0.5
"52",52,151,12,"glmnet",1003,122325148,0.579452659457073,0.5
"53",53,151,13,"glmnet",1003,76956287,0.571397042595454,0.5
"54",54,151,14,"glmnet",1003,65339242,0.571948797175017,0.5
"55",55,151,15,"glmnet",1003,88060948,0.571507393511366,0.5
"56",56,151,16,"glmnet",1003,84935041,0.573493709997793,0.5
"57",57,151,17,"glmnet",1003,73365714,0.575590377400132,0.5
"58",58,151,18,"glmnet",1003,95735958,0.570845288015891,0.5
"59",59,151,19,"glmnet",1003,66235165,0.577907746634297,0.5
"60",60,151,20,"glmnet",1003,79267492,0.57548002648422,0.5
"61",61,151,1,"glmnet",1004,84614589,0.571065989847716,0.5
"62",62,151,2,"glmnet",1004,70556692,0.574928271904657,0.5
"63",63,151,3,"glmnet",1004,82692902,0.579121606709336,0.5
"64",64,151,4,"glmnet",1004,108475170,0.56786581328625,0.5
"65",65,151,5,"glmnet",1004,65627651,0.572831604502317,0.5
"66",66,151,6,"glmnet",1004,79781049,0.57801809755021,0.5
"67",67,151,7,"glmnet",1004,83756628,0.568527918781726,0.5
"68",68,151,8,"glmnet",1004,67132258,0.580445817700287,0.5
"69",69,151,9,"glmnet",1004,68799289,0.573052306334143,0.5
"70",70,151,10,"glmnet",1004,68644800,0.578790553961598,0.5
"71",71,151,11,"glmnet",1004,81362944,0.57250055175458,0.5
"72",72,151,12,"glmnet",1004,82243986,0.579452659457073,0.5
"73",73,151,13,"glmnet",1004,82919710,0.571397042595454,0.5
"74",74,151,14,"glmnet",1004,76523653,0.571948797175017,0.5
"75",75,151,15,"glmnet",1004,84153736,0.571507393511366,0.5
"76",76,151,16,"glmnet",1004,89571138,0.573493709997793,0.5
"77",77,151,17,"glmnet",1004,76574384,0.575590377400132,0.5
"78",78,151,18,"glmnet",1004,73502360,0.570845288015891,0.5
"79",79,151,19,"glmnet",1004,78136570,0.577907746634297,0.5
"80",80,151,20,"glmnet",1004,84991857,0.57548002648422,0.5
"81",81,151,1,"glmnet",1005,85562628,0.571065989847716,0.5
"82",82,151,2,"glmnet",1005,84877382,0.574928271904657,0.5
"83",83,151,3,"glmnet",1005,61406702,0.579121606709336,0.5
"84",84,151,4,"glmnet",1005,68095840,0.56786581328625,0.5
"85",85,151,5,"glmnet",1005,70754188,0.572831604502317,0.5
"86",86,151,6,"glmnet",1005,70828849,0.57801809755021,0.5
"87",87,151,7,"glmnet",1005,67084301,0.568527918781726,0.5
"88",88,151,8,"glmnet",1005,67120138,0.580445817700287,0.5
"89",89,151,9,"glmnet",1005,67917671,0.573052306334143,0.5
"90",90,151,10,"glmnet",1005,68846070,0.578790553961598,0.5
"91",91,151,11,"glmnet",1005,74102566,0.57250055175458,0.5
"92",92,151,12,"glmnet",1005,99359740,0.579452659457073,0.5
"93",93,151,13,"glmnet",1005,87084109,0.571397042595454,0.5
"94",94,151,14,"glmnet",1005,85093818,0.571948797175017,0.5
"95",95,151,15,"glmnet",1005,115011629,0.571507393511366,0.5
"96",96,151,16,"glmnet",1005,85198119,0.573493709997793,0.5
"97",97,151,17,"glmnet",1005,67446952,0.575590377400132,0.5
"98",98,151,18,"glmnet",1005,67522872,0.570845288015891,0.5
"99",99,151,19,"glmnet",1005,84513323,0.577907746634297,0.5
"100",100,151,20,"glmnet",1005,74508810,0.57548002648422,0.5
"101",101,151,1,"glmnet",1006,200784079,0.760869565217391,0.826730001777261
"102",102,151,2,"glmnet",1006,232488767,0.757559037740013,0.824695150511338
"103",103,151,3,"glmnet",1006,212175390672,0.494592805120282,0.5
"104",104,151,4,"glmnet",1006,174750891,0.756124475833149,0.826670119140108
"105",105,151,5,"glmnet",1006,178408477,0.759214301478702,0.824267863008931
"106",106,151,6,"glmnet",1006,182073684,0.763738689031119,0.829431857395505
"107",107,151,7,"glmnet",1006,253104377,0.754910615758111,0.826280906975266
"108",108,151,8,"glmnet",1006,187455483,0.763959390862944,0.829268115840572
"109",109,151,9,"glmnet",1006,227580084,0.755352019421761,0.824393305957873
"110",110,151,10,"glmnet",1006,209287335721,0.499117192672699,0.5
"111",111,151,11,"glmnet",1006,184488068,0.757338335908188,0.825036799110293
"112",112,151,12,"glmnet",1006,214325525282,0.496027367027146,0.5
"113",113,151,13,"glmnet",1006,225565415252,0.497682630765835,0.5
"114",114,151,14,"glmnet",1006,222066048,0.748289560803355,0.818185128101135
"115",115,151,15,"glmnet",1006,295984847,0.764069741778857,0.827220628961917
"116",116,151,16,"glmnet",1006,216819348933,0.498675789009049,0.5
"117",117,151,17,"glmnet",1006,220868441191,0.499448245420437,0.5
"118",118,151,18,"glmnet",1006,219695844306,0.503751931141028,0.5
"119",119,151,19,"glmnet",1006,215843872793,0.500662105495476,0.5
"120",120,151,20,"glmnet",1006,215870082985,0.504414036636504,0.5
"121",121,151,1,"glmnet",1007,95272485,0.571065989847716,0.5
"122",122,151,2,"glmnet",1007,85208464,0.574928271904657,0.5
"123",123,151,3,"glmnet",1007,76487481,0.579121606709336,0.5
"124",124,151,4,"glmnet",1007,71661989,0.56786581328625,0.5
"125",125,151,5,"glmnet",1007,68027651,0.572831604502317,0.5
"126",126,151,6,"glmnet",1007,82491385,0.57801809755021,0.5
"127",127,151,7,"glmnet",1007,70037244,0.568527918781726,0.5
"128",128,151,8,"glmnet",1007,67907937,0.580445817700287,0.5
"129",129,151,9,"glmnet",1007,68122709,0.573052306334143,0.5
"130",130,151,10,"glmnet",1007,80475446,0.578790553961598,0.5
"131",131,151,11,"glmnet",1007,90849245,0.57250055175458,0.5
"132",132,151,12,"glmnet",1007,88963574,0.579452659457073,0.5
"133",133,151,13,"glmnet",1007,74210306,0.571397042595454,0.5
"134",134,151,14,"glmnet",1007,73108279,0.571948797175017,0.5
"135",135,151,15,"glmnet",1007,77313845,0.571507393511366,0.5
"136",136,151,16,"glmnet",1007,68853281,0.573493709997793,0.5
"137",137,151,17,"glmnet",1007,66658860,0.575590377400132,0.5
"138",138,151,18,"glmnet",1007,66788339,0.570845288015891,0.5
"139",139,151,19,"glmnet",1007,67033921,0.577907746634297,0.5
"140",140,151,20,"glmnet",1007,72995575,0.57548002648422,0.5
"141",141,151,1,"glmnet",1008,82597635,0.571065989847716,0.5
"142",142,151,2,"glmnet",1008,88769762,0.574928271904657,0.5
"143",143,151,3,"glmnet",1008,78547701,0.579121606709336,0.5
"144",144,151,4,"glmnet",1008,64471006,0.56786581328625,0.5
"145",145,151,5,"glmnet",1008,68781936,0.572831604502317,0.5
"146",146,151,6,"glmnet",1008,71687986,0.57801809755021,0.5
"147",147,151,7,"glmnet",1008,82940101,0.568527918781726,0.5
"148",148,151,8,"glmnet",1008,68270530,0.580445817700287,0.5
"149",149,151,9,"glmnet",1008,87046530,0.573052306334143,0.5
"150",150,151,10,"glmnet",1008,67952623,0.578790553961598,0.5
"151",151,151,11,"glmnet",1008,86113165,0.57250055175458,0.5
"152",152,151,12,"glmnet",1008,83318153,0.579452659457073,0.5
"153",153,151,13,"glmnet",1008,80430944,0.571397042595454,0.5
"154",154,151,14,"glmnet",1008,63675656,0.571948797175017,0.5
"155",155,151,15,"glmnet",1008,66308859,0.571507393511366,0.5
"156",156,151,16,"glmnet",1008,73418525,0.573493709997793,0.5
"157",157,151,17,"glmnet",1008,59261495,0.575590377400132,0.5
"158",158,151,18,"glmnet",1008,58007371,0.570845288015891,0.5
"159",159,151,19,"glmnet",1008,62368641,0.577907746634297,0.5
"160",160,151,20,"glmnet",1008,83215712,0.57548002648422,0.5
"161",161,151,1,"glmnet",1009,130780613,0.758552195983227,0.81642154139464
"162",162,151,2,"glmnet",1009,143800673,0.756455528580887,0.8136022267267
"163",163,151,3,"glmnet",1009,168994915,0.755903774001324,0.812592876293374
"164",164,151,4,"glmnet",1009,132951423,0.752813948355771,0.818197151848357
"165",165,151,5,"glmnet",1009,129026716,0.758221143235489,0.815125099026538
"166",166,151,6,"glmnet",1009,122841073,0.761752372544692,0.820571397703617
"167",167,151,7,"glmnet",1009,144037341,0.753476053851247,0.817764461644771
"168",168,151,8,"glmnet",1009,108830118,0.758772897815052,0.817464417366885
"169",169,151,9,"glmnet",1009,120602410,0.751710439196645,0.814806818152973
"170",170,151,10,"glmnet",1009,106271982,0.76208342529243,0.817550704502186
"171",171,151,11,"glmnet",1009,104081609,0.751931141028471,0.814961574882508
"172",172,151,12,"glmnet",1009,115170454,0.761090267049217,0.822518892953928
"173",173,151,13,"glmnet",1009,113725156,0.755683072169499,0.81851399150092
"174",174,151,14,"glmnet",1009,132998369,0.747075700728316,0.806132965780358
"175",175,151,15,"glmnet",1009,136740850,0.758110792319576,0.816092266670353
"176",176,151,16,"glmnet",1009,129363782,0.752151842860296,0.809668529535275
"177",177,151,17,"glmnet",1009,136758689,0.757227984992275,0.813765182892592
"178",178,151,18,"glmnet",1009,180503717,0.756786581328625,0.818314550047403
"179",179,151,19,"glmnet",1009,119874115,0.763628338115206,0.822289216622299
"180",180,151,20,"glmnet",1009,125296246,0.752041491944383,0.810311779347182
"181",181,151,1,"glmnet",1010,68757332,0.571065989847716,0.5
"182",182,151,2,"glmnet",1010,66161159,0.574928271904657,0.5
"183",183,151,3,"glmnet",1010,67692334,0.579121606709336,0.5
"184",184,151,4,"glmnet",1010,67578212,0.56786581328625,0.5
"185",185,151,5,"glmnet",1010,83112729,0.572831604502317,0.5
"186",186,151,6,"glmnet",1010,75306298,0.57801809755021,0.5
"187",187,151,7,"glmnet",1010,64466964,0.568527918781726,0.5
"188",188,151,8,"glmnet",1010,84268869,0.580445817700287,0.5
"189",189,151,9,"glmnet",1010,62012245,0.573052306334143,0.5
"190",190,151,10,"glmnet",1010,82265876,0.578790553961598,0.5
"191",191,151,11,"glmnet",1010,86156415,0.57250055175458,0.5
"192",192,151,12,"glmnet",1010,83817240,0.579452659457073,0.5
"193",193,151,13,"glmnet",1010,67691765,0.571397042595454,0.5
"194",194,151,14,"glmnet",1010,87191768,0.571948797175017,0.5
"195",195,151,15,"glmnet",1010,89572591,0.571507393511366,0.5
"196",196,151,16,"glmnet",1010,71041603,0.573493709997793,0.5
"197",197,151,17,"glmnet",1010,76023054,0.575590377400132,0.5
"198",198,151,18,"glmnet",1010,83806301,0.570845288015891,0.5
"199",199,151,19,"glmnet",1010,85903411,0.577907746634297,0.5
"200",200,151,20,"glmnet",1010,66232562,0.57548002648422,0.5
"201",201,151,1,"glmnet",1011,87546930,0.57548002648422,0.799801493644739
"202",202,151,2,"glmnet",1011,89628210,0.579231957625248,0.796605572198205
"203",203,151,3,"glmnet",1011,78594917,0.583094239682189,0.794032905486206
"204",204,151,4,"glmnet",1011,98197336,0.574266166409181,0.794337371231937
"205",205,151,5,"glmnet",1011,74900539,0.577576693886559,0.795445821840267
"206",206,151,6,"glmnet",1011,96716403,0.581549326859413,0.792285310236907
"207",207,151,7,"glmnet",1011,92550313,0.574376517325094,0.79384012466045
"208",208,151,8,"glmnet",1011,83647480,0.584970205252704,0.799988199126735
"209",209,151,9,"glmnet",1011,89027521,0.577245641138821,0.797924487986766
"210",210,151,10,"glmnet",1011,83139276,0.585411608916354,0.78897816276739
"211",211,151,11,"glmnet",1011,73478369,0.578238799382035,0.79393988410569
"212",212,151,12,"glmnet",1011,94753449,0.583425292429927,0.799598167279404
"213",213,151,13,"glmnet",1011,90521775,0.575811079231958,0.793497771805695
"214",214,151,14,"glmnet",1011,70145745,0.576142131979695,0.782105985633223
"215",215,151,15,"glmnet",1011,96636225,0.57801809755021,0.79483807529735
"216",216,151,16,"glmnet",1011,74760606,0.577687044802472,0.787190042220099
"217",217,151,17,"glmnet",1011,92761702,0.580225115868462,0.793672824366962
"218",218,151,18,"glmnet",1011,80281247,0.577024939306996,0.792038611384736
"219",219,151,19,"glmnet",1011,81802445,0.58353564334584,0.797105437554055
"220",220,151,20,"glmnet",1011,86504650,0.5805561686162,0.791962533343336
"221",221,151,1,"glmnet",1012,69507624,0.571065989847716,0.5
